date,ILITOTAL,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,NUM. OF PROVIDERS,OT
2002-11-19 00:00:00,450,0.542728,0.641227,159,144,277,70178
2002-11-26 00:00:00,463,0.49034700000000000,0.661429,166,155,276,70000
2002-12-03 00:00:00,519,0.7359140000000000,0.7926810000000000,177,182,271,65474
2002-12-10 00:00:00,475,0.581771,0.639059,145,184,267,74328
2002-12-17 00:00:00,461,0.654162,0.636732,136,183,264,72401
2002-12-24 00:00:00,533,0.749504,0.747829,135,221,268,71273
2002-12-31 00:00:00,2442,0.884021,0.960873,808,881,830,254144
2003-01-07 00:00:00,2932,1.02773,1.04325,913,1132,931,281045
2003-01-14 00:00:00,3031,1.28296,1.0545,878,1147,974,287436
2003-01-21 00:00:00,3475,1.32661,1.1123100000000000,1006,1369,1007,312412
2003-01-28 00:00:00,4690,1.7730400000000000,1.4127400000000000,1207,2080,1074,331980
2003-02-04 00:00:00,5790,2.43814,1.7270300000000000,1542,2735,1111,335258
2003-02-11 00:00:00,8385,2.72605,2.407,2185,4133,1141,348359
2003-02-18 00:00:00,11141,3.7319200000000000,3.10962,2561,5684,1129,358275
2003-02-25 00:00:00,11742,4.54894,4.30779,3247,4933,1118,272576
2003-03-04 00:00:00,18948,5.3990600000000000,4.8303,4734,7817,1189,392274
2003-03-11 00:00:00,24962,7.38735,6.42905,6620,11550,1173,388269
2003-03-18 00:00:00,23699,7.48097,6.8673400000000000,6434,9851,1148,345097
2003-03-25 00:00:00,16415,7.6279700000000000,7.064960000000000,5336,5231,1122,232344
2003-04-01 00:00:00,11332,5.14051,4.55115,3391,2894,1139,248992
2003-04-08 00:00:00,7602,2.89129,2.41833,1930,2299,1160,314349
2003-04-15 00:00:00,5583,2.10429,1.80906,1679,1857,1141,308614
2003-04-22 00:00:00,4961,1.8869600000000000,1.71202,1721,1604,1084,289774
2003-04-29 00:00:00,4436,1.7766,1.5425,1487,1543,1071,287586
2003-05-06 00:00:00,4251,1.46001,1.43787,1454,1448,1054,295646
2003-05-13 00:00:00,3824,1.3778700000000000,1.32427,1420,1297,986,288762
2003-05-20 00:00:00,3691,1.30532,1.30726,1301,1255,1004,282347
2003-05-27 00:00:00,2916,1.08691,1.03698,956,1038,948,281202
2003-06-03 00:00:00,2744,0.9918880000000000,1.01032,925,910,894,271597
2003-06-10 00:00:00,2708,1.02765,1.05249,878,888,897,257294
2003-06-17 00:00:00,2487,1.0579,1.02009,730,826,849,243802
2003-06-24 00:00:00,2300,0.849361,0.9244190000000000,760,733,859,248805
2003-07-01 00:00:00,1858,0.7471270000000000,0.7906450000000000,610,611,828,234998
2003-07-08 00:00:00,1705,0.661708,0.80261,583,566,774,212432
2003-07-15 00:00:00,1749,0.6795140000000000,0.8361300000000000,545,573,755,209178
2003-07-22 00:00:00,1615,0.633071,0.7924360000000000,501,511,679,203802
2003-07-29 00:00:00,1331,0.569894,0.683588,470,404,658,194708
2003-08-05 00:00:00,1394,0.591357,0.757452,435,491,629,184038
2003-08-12 00:00:00,1327,0.589044,0.7885850000000000,449,443,599,168276
2003-08-19 00:00:00,1262,0.6786400000000000,0.812171,451,380,553,155386
2003-08-26 00:00:00,1070,0.637558,0.804463,375,349,463,133008
2003-09-02 00:00:00,1061,0.8133090000000000,0.8777010000000000,391,308,452,120884
2003-09-09 00:00:00,987,0.834551,0.741453,355,309,443,133117
2003-09-16 00:00:00,851,0.616174,0.661022,307,240,426,128740
2003-09-23 00:00:00,887,0.513286,0.715109,277,284,423,124037
2003-09-30 00:00:00,698,0.351881,0.562241,238,183,408,124146
2003-10-07 00:00:00,710,0.542621,0.786808,233,205,381,90238
2003-10-14 00:00:00,836,0.581036,0.860658,249,280,378,97135
2003-10-21 00:00:00,659,0.495486,0.689944,259,200,370,95515
2003-10-28 00:00:00,719,0.6120900000000000,0.779691,260,230,363,92216
2003-11-04 00:00:00,733,0.5314910000000000,0.6281440000000000,213,235,345,116693
2003-11-11 00:00:00,809,0.519987,0.902459,243,256,334,89644
2003-11-18 00:00:00,770,0.574476,0.806443,256,256,335,95481
2003-11-25 00:00:00,799,0.663175,0.8748880000000000,259,265,333,91326
2003-12-02 00:00:00,960,0.614691,0.9932130000000000,279,358,326,96656
2003-12-09 00:00:00,913,0.6568230000000000,0.876141,281,309,337,104207
2003-12-16 00:00:00,1122,0.723016,0.948092,342,413,341,118343
2003-12-23 00:00:00,1089,0.6918570000000000,0.9269430000000000,322,416,336,117483
2003-12-30 00:00:00,1116,0.782758,0.971643,333,382,364,114857
2004-01-06 00:00:00,3171,0.982275,0.897159,877,1256,1176,353449
2004-01-13 00:00:00,3631,1.01821,1.0224800000000000,1071,1373,1187,355116
2004-01-20 00:00:00,4019,1.1768,1.0629600000000000,1240,1534,1267,378094
2004-01-27 00:00:00,4369,1.30121,1.14696,1190,1671,1293,380921
2004-02-03 00:00:00,4551,1.27746,1.20495,1327,1718,1302,377692
2004-02-10 00:00:00,4969,1.4038700000000000,1.3051700000000000,1497,1874,1344,380718
2004-02-17 00:00:00,4983,1.40301,1.2869900000000000,1531,1874,1336,387182
2004-02-24 00:00:00,4713,1.73975,1.5946800000000000,1490,1678,1341,295546
2004-03-02 00:00:00,5407,1.56894,1.39714,1538,2059,1369,387004
2004-03-09 00:00:00,5428,1.65927,1.4499600000000000,1551,2052,1346,374356
2004-03-16 00:00:00,5755,1.8134100000000000,1.61745,1670,2071,1379,355806
2004-03-23 00:00:00,5689,2.37626,2.19112,1856,1807,1288,259639
2004-03-30 00:00:00,7279,2.77052,2.56649,2252,1993,1332,283617
2004-04-06 00:00:00,8041,2.40064,2.17645,2010,2450,1383,369455
2004-04-13 00:00:00,8323,2.54155,2.20171,2188,2982,1342,378024
2004-04-20 00:00:00,9328,2.85871,2.53012,2199,3682,1348,368678
2004-04-27 00:00:00,12422,3.5501100000000000,3.06524,2747,5364,1334,405254
2004-05-04 00:00:00,16192,4.58591,3.98061,3086,7650,1303,406772
2004-05-11 00:00:00,19369,5.05809,4.595680000000000,3626,8854,1324,421461
2004-05-18 00:00:00,19931,5.44151,4.75197,3834,8400,1330,419426
2004-05-25 00:00:00,16630,4.4729,4.17962,3720,6759,1280,397883
2004-06-01 00:00:00,13234,3.6752,3.45359,2997,5343,1268,383196
2004-06-08 00:00:00,11601,3.3353,3.15852,2728,4494,1227,367292
2004-06-15 00:00:00,9502,2.7622400000000000,2.6732,2416,3513,1185,355454
2004-06-22 00:00:00,7900,2.46844,2.35161,2145,2771,1148,335940
2004-06-29 00:00:00,6329,2.00081,1.8924300000000000,1827,2133,1103,334438
2004-07-06 00:00:00,4816,1.54319,1.5249,1422,1737,1048,315823
2004-07-13 00:00:00,4445,1.50195,1.41134,1356,1603,1000,314948
2004-07-20 00:00:00,3825,1.22918,1.25068,1096,1469,978,305833
2004-07-27 00:00:00,3646,1.21854,1.20702,1117,1411,971,302065
2004-08-03 00:00:00,2990,1.15832,1.07895,903,1136,923,277120
2004-08-10 00:00:00,3012,1.249,1.14521,979,1115,878,263009
2004-08-17 00:00:00,2531,1.16888,1.06124,805,926,825,238494
2004-08-24 00:00:00,2056,1.0788800000000000,1.0568,687,695,687,194550
2004-08-31 00:00:00,2099,1.23059,1.25193,693,678,637,167661
2004-09-07 00:00:00,1744,1.14747,1.01419,548,594,603,171960
2004-09-14 00:00:00,1614,1.00254,1.04197,573,507,582,154899
2004-09-21 00:00:00,1628,0.957569,0.9540270000000000,580,507,587,170645
2004-09-28 00:00:00,1359,0.8948370000000000,0.8482300000000000,497,452,550,160216
2004-10-05 00:00:00,1198,0.798205,0.841872,426,390,533,142302
2004-10-12 00:00:00,1148,0.757812,0.7308940000000000,389,361,524,157068
2004-10-19 00:00:00,1068,0.8259630000000000,0.713432,333,364,507,149699
2004-10-26 00:00:00,990,0.744927,0.6706770000000000,328,327,492,147612
2004-11-02 00:00:00,982,0.787049,0.689278,331,326,488,142468
2004-11-09 00:00:00,1023,0.684724,0.704929,319,350,479,145121
2004-11-16 00:00:00,928,0.7473610000000000,0.615903,330,326,480,150673
2004-11-23 00:00:00,922,0.673974,0.609426,292,311,428,151290
2004-11-30 00:00:00,1033,0.869662,0.6802590000000000,342,367,420,151854
2004-12-07 00:00:00,1061,0.8995290000000000,0.7754880000000000,338,396,416,136817
2004-12-14 00:00:00,1026,0.854635,0.6834210000000000,302,383,408,150127
2004-12-21 00:00:00,1219,1.0112300000000000,0.781075,368,516,419,156067
2004-12-28 00:00:00,1204,0.977808,0.8069430000000000,381,484,447,149205
2005-01-04 00:00:00,3586,1.1777800000000000,1.07635,1172,1256,1113,333164
2005-01-11 00:00:00,3582,1.21947,1.05869,1285,1247,1160,338343
2005-01-18 00:00:00,4122,1.3069,1.11523,1393,1525,1216,369609
2005-01-25 00:00:00,4248,1.33931,1.12381,1439,1599,1237,377999
2005-02-01 00:00:00,5005,1.58374,1.25489,1639,1894,1280,398840
2005-02-08 00:00:00,5038,1.47072,1.33661,1563,1929,1272,376924
2005-02-15 00:00:00,5276,1.6112,1.3786400000000000,1679,1951,1277,382697
2005-02-22 00:00:00,4802,1.8269900000000000,1.60829,1666,1593,1301,298578
2005-03-01 00:00:00,5966,1.77482,1.48311,1858,2176,1325,402264
2005-03-08 00:00:00,6371,1.94451,1.6537400000000000,1987,2463,1328,385248
2005-03-15 00:00:00,7697,2.35512,2.00679,2241,3063,1318,383548
2005-03-22 00:00:00,8577,3.10878,2.5685700000000000,2696,3058,1287,333921
2005-03-29 00:00:00,8842,3.2823800000000000,3.05278,2678,2561,1273,289638
2005-04-05 00:00:00,8339,2.62914,2.42504,2422,2366,1319,343871
2005-04-12 00:00:00,7882,2.2515,2.00195,2272,2921,1339,393716
2005-04-19 00:00:00,7858,2.35858,2.0586900000000000,2249,3150,1297,381699
2005-04-26 00:00:00,9114,2.4188100000000000,2.21277,2643,3646,1331,411882
2005-05-03 00:00:00,9551,2.52752,2.3222,2612,4153,1320,411291
2005-05-10 00:00:00,10427,2.64954,2.4927900000000000,2754,4593,1311,418286
2005-05-17 00:00:00,11226,3.12935,2.79489,2624,4979,1288,401661
2005-05-24 00:00:00,11901,3.12442,2.9691100000000000,2753,5284,1288,400827
2005-05-31 00:00:00,11343,3.13099,2.8395900000000000,2579,5008,1275,399459
2005-06-07 00:00:00,11261,3.08261,2.77799,2564,5106,1257,405365
2005-06-14 00:00:00,9322,2.64431,2.47287,2330,4154,1241,376971
2005-06-21 00:00:00,8064,2.42295,2.1806100000000000,1895,3709,1217,369804
2005-06-28 00:00:00,7313,2.31141,2.0168,1697,3393,1165,362605
2005-07-05 00:00:00,5738,1.8638300000000000,1.6410100000000000,1437,2660,1133,349662
2005-07-12 00:00:00,4547,1.44943,1.35829,1181,2014,1087,334760
2005-07-19 00:00:00,3550,1.30227,1.1428,959,1479,1045,310641
2005-07-26 00:00:00,3177,1.13459,1.04031,836,1382,1017,305389
2005-08-02 00:00:00,2780,1.06255,0.964347,745,1208,958,288278
2005-08-09 00:00:00,2592,1.0342800000000000,0.937982,745,1039,919,276338
2005-08-16 00:00:00,2428,1.01791,0.947449,715,969,877,256267
2005-08-23 00:00:00,2061,0.918151,0.891918,699,764,783,231075
2005-08-30 00:00:00,1645,0.93099,0.864643,572,561,649,190252
2005-09-06 00:00:00,2075,0.857294,0.9703200000000000,754,626,635,213847
2005-09-13 00:00:00,1430,0.7862940000000000,0.84439,514,447,615,169353
2005-09-20 00:00:00,1300,0.719426,0.77487,463,409,610,167770
2005-09-27 00:00:00,1271,0.7188680000000000,0.8213720000000000,466,390,572,154741
2005-10-04 00:00:00,1215,0.774807,0.8727450000000000,437,402,565,139216
2005-10-11 00:00:00,1617,0.76598,0.922635,549,511,577,175259
2005-10-18 00:00:00,1553,0.642809,0.899487,541,440,564,172654
2005-10-25 00:00:00,1455,0.622033,0.843082,502,403,564,172581
2005-11-01 00:00:00,1428,0.616326,0.8818240000000000,508,430,551,161937
2005-11-08 00:00:00,1373,0.6856940000000000,0.817145,473,435,547,168024
2005-11-15 00:00:00,1457,0.6226970000000000,0.8715,510,466,536,167183
2005-11-22 00:00:00,1138,0.611817,0.738621,404,379,503,154071
2005-11-29 00:00:00,1224,0.638831,0.797966,398,457,488,153390
2005-12-06 00:00:00,1463,0.8066270000000000,1.01394,492,506,491,144289
2005-12-13 00:00:00,1406,0.7624480000000000,0.880936,446,521,487,159603
2005-12-20 00:00:00,1487,0.8134060000000000,0.943366,511,534,455,157627
2005-12-27 00:00:00,1433,0.807934,0.891546,476,512,469,160732
2006-01-03 00:00:00,4513,1.15384,1.2032200000000000,1434,1699,1323,375076
2006-01-10 00:00:00,4072,1.14819,1.05788,1278,1602,1361,384920
2006-01-17 00:00:00,4737,1.22736,1.1305400000000000,1543,1830,1425,419005
2006-01-24 00:00:00,4888,1.2174400000000000,1.12552,1582,1996,1445,434287
2006-01-31 00:00:00,5380,1.32813,1.2080800000000000,1672,2270,1473,445334
2006-02-07 00:00:00,6139,1.4775400000000000,1.34952,2112,2393,1497,454901
2006-02-14 00:00:00,6668,1.5339,1.4689,2355,2681,1474,453945
2006-02-21 00:00:00,6156,1.9126900000000000,1.8276700000000000,2188,2202,1488,336822
2006-02-28 00:00:00,7530,1.838,1.6656,2573,2792,1486,452089
2006-03-07 00:00:00,8122,1.95376,1.85968,2643,3244,1493,436741
2006-03-14 00:00:00,10396,2.40407,2.3889100000000000,3270,4470,1492,435177
2006-03-21 00:00:00,10192,2.87453,2.78978,3387,4065,1435,365334
2006-03-28 00:00:00,8913,3.02597,3.1154900000000000,3243,2868,1359,286087
2006-04-04 00:00:00,8386,2.37817,2.26942,2927,2481,1490,369521
2006-04-11 00:00:00,7761,2.09232,1.86355,2507,2756,1467,416464
2006-04-18 00:00:00,7909,2.2939600000000000,1.9998600000000000,2548,3248,1470,395477
2006-04-25 00:00:00,10888,2.7450100000000000,2.4406,3410,4684,1495,446119
2006-05-02 00:00:00,12120,3.04434,2.83018,3456,5648,1472,428241
2006-05-09 00:00:00,14197,3.49999,3.12343,3840,6995,1484,454533
2006-05-16 00:00:00,14031,3.5785100000000000,3.27019,3879,6668,1461,429057
2006-05-23 00:00:00,14048,3.28979,3.1775700000000000,3728,6537,1460,442099
2006-05-30 00:00:00,11801,2.89149,2.72364,3016,5429,1428,433281
2006-06-06 00:00:00,10715,2.62075,2.50201,2798,4937,1408,428255
2006-06-13 00:00:00,9597,2.5338700000000000,2.4272,2668,4031,1361,395394
2006-06-20 00:00:00,7562,2.07251,1.9604100000000000,2049,3307,1333,385735
2006-06-27 00:00:00,6148,1.87084,1.5914,1664,2508,1303,386327
2006-07-04 00:00:00,4958,1.40042,1.36978,1445,1803,1284,361955
2006-07-11 00:00:00,4869,1.4688700000000000,1.36317,1429,1821,1240,357183
2006-07-18 00:00:00,4179,1.15514,1.1737,1257,1523,1206,356055
2006-07-25 00:00:00,3695,1.07901,1.06358,1152,1386,1152,347413
2006-08-01 00:00:00,3077,0.98492,0.9697110000000000,969,1143,1119,317311
2006-08-08 00:00:00,2860,1.03325,0.965362,917,1055,1057,296262
2006-08-15 00:00:00,2442,0.926649,0.856749,815,861,1025,285031
2006-08-22 00:00:00,2243,0.9201,0.863346,761,785,925,259803
2006-08-29 00:00:00,2058,0.954094,0.93537,722,652,831,220020
2006-09-05 00:00:00,1679,0.763278,0.7455690000000000,628,510,796,225197
2006-09-12 00:00:00,1614,0.81722,0.740428,598,469,771,217982
2006-09-19 00:00:00,1456,0.764586,0.6728970000000000,521,441,749,216378
2006-09-26 00:00:00,1455,0.793127,0.6662820000000000,514,408,742,218376
2006-10-03 00:00:00,1169,0.66909,0.662747,394,360,711,176387
2006-10-10 00:00:00,1086,0.62115,0.545619,366,372,697,199040
2006-10-17 00:00:00,1211,0.6036590000000000,0.5862310000000000,446,345,698,206574
2006-10-24 00:00:00,1356,0.649058,0.660687,477,392,691,205241
2006-10-31 00:00:00,1037,0.568338,0.534093,321,311,677,194161
2006-11-07 00:00:00,1172,0.651546,0.585549,389,385,667,200154
2006-11-14 00:00:00,1283,0.652176,0.618075,439,411,666,207580
2006-11-21 00:00:00,1448,0.8038490000000000,0.687465,495,457,671,210629
2006-11-28 00:00:00,1526,0.787458,0.715696,502,500,652,213219
2006-12-05 00:00:00,1554,0.943263,0.829313,519,545,641,187384
2006-12-12 00:00:00,1694,0.946932,0.800912,496,682,638,211509
2006-12-19 00:00:00,1913,0.987146,0.918484,609,681,632,208278
2006-12-26 00:00:00,2228,1.05206,0.8142590000000000,729,788,703,273623
2007-01-02 00:00:00,5641,0.9951840000000000,1.07197,2187,1997,1373,526227
2007-01-09 00:00:00,6444,1.22003,1.21786,2387,2433,1429,529126
2007-01-16 00:00:00,6941,1.28548,1.24576,2583,2551,1449,557172
2007-01-23 00:00:00,7434,1.3775,1.35984,2871,2788,1477,546680
2007-01-30 00:00:00,7915,1.46725,1.44671,3074,2998,1485,547104
2007-02-06 00:00:00,8687,1.55841,1.5328600000000000,3398,3303,1539,566717
2007-02-13 00:00:00,9104,1.61958,1.6665300000000000,3563,3290,1516,546284
2007-02-20 00:00:00,8570,1.8112,1.97488,3651,2631,1523,433951
2007-02-27 00:00:00,9171,1.61865,1.67305,3679,3158,1513,548159
2007-03-06 00:00:00,8436,1.62124,1.63405,3365,2907,1487,516263
2007-03-13 00:00:00,8091,1.6735100000000000,1.74595,3298,2694,1453,463416
2007-03-20 00:00:00,8750,1.9509600000000000,1.9364300000000000,3580,2724,1420,451862
2007-03-27 00:00:00,8902,2.5001900000000000,2.48905,3848,2348,1426,357646
2007-04-03 00:00:00,9706,2.43939,2.25405,3737,2568,1486,430603
2007-04-10 00:00:00,11115,2.29319,2.09147,3393,3644,1509,531444
2007-04-17 00:00:00,12197,2.62907,2.35934,3664,4900,1511,516966
2007-04-24 00:00:00,17171,3.9296600000000000,3.3233100000000000,4289,7661,1508,516683
2007-05-01 00:00:00,24812,4.99202,4.43381,5222,11974,1514,559609
2007-05-08 00:00:00,31896,5.7776,5.34547,6059,15323,1526,596692
2007-05-15 00:00:00,31625,5.98318,5.42258,6244,14336,1518,583210
2007-05-22 00:00:00,30245,5.61677,5.303030000000000,5922,12783,1497,570334
2007-05-29 00:00:00,25027,4.5323400000000000,4.24456,4978,9958,1453,589626
2007-06-05 00:00:00,20254,3.83249,3.628,4420,7849,1445,558269
2007-06-12 00:00:00,16714,3.21522,3.03463,3878,6112,1412,550776
2007-06-19 00:00:00,13040,2.69245,2.53595,3153,4493,1395,514205
2007-06-26 00:00:00,10376,2.03366,2.0573,2689,3395,1379,504350
2007-07-03 00:00:00,8583,1.65275,1.7415,2372,2697,1327,492850
2007-07-10 00:00:00,7045,1.3113,1.40652,2045,2354,1318,500881
2007-07-17 00:00:00,6079,1.1652,1.26861,1857,2013,1288,479187
2007-07-24 00:00:00,4953,1.02035,1.0771900000000000,1572,1713,1208,459808
2007-07-31 00:00:00,4224,0.877607,0.993445,1466,1416,1147,425187
2007-08-07 00:00:00,4011,0.8251070000000000,0.9112120000000000,1356,1381,1098,440183
2007-08-14 00:00:00,3904,0.787315,0.972109,1439,1274,1074,401601
2007-08-21 00:00:00,3646,0.805439,0.993258,1393,1116,945,367075
2007-08-28 00:00:00,3803,0.8860610000000000,1.09132,1473,1083,869,348477
2007-09-04 00:00:00,2933,0.743743,0.888446,1159,906,789,330127
2007-09-11 00:00:00,2906,0.706842,0.887691,1113,886,764,327366
2007-09-18 00:00:00,2842,0.655943,0.883187,1115,855,755,321789
2007-09-25 00:00:00,2534,0.633492,0.8267560000000000,937,810,730,306499
2007-10-02 00:00:00,2405,0.571837,0.783201,913,762,713,307073
2007-10-09 00:00:00,2431,0.5582780000000000,0.78061,881,749,710,311423
2007-10-16 00:00:00,2319,0.597893,0.769073,826,703,696,301532
2007-10-23 00:00:00,2166,0.577222,0.721298,779,704,694,300292
2007-10-30 00:00:00,2289,0.5969870000000000,0.7525270000000000,788,763,676,304175
2007-11-06 00:00:00,2220,0.564653,0.752721,679,706,668,294930
2007-11-13 00:00:00,2368,0.5856820000000000,0.792766,789,745,657,298701
2007-11-20 00:00:00,2237,0.503985,0.743896,730,754,657,300714
2007-11-27 00:00:00,2429,0.468139,0.814166,794,892,636,298342
2007-12-04 00:00:00,2461,0.576455,0.8384010000000000,774,880,666,293535
2007-12-11 00:00:00,2788,0.681361,0.851124,859,994,685,327567
2007-12-18 00:00:00,3735,0.794764,1.10976,1062,1527,679,336560
2007-12-25 00:00:00,3400,0.868116,1.03114,983,1306,716,329731
2008-01-01 00:00:00,5687,1.06828,1.02284,1535,2352,1435,555999
2008-01-08 00:00:00,5959,1.00756,1.03017,1861,2291,1500,578446
2008-01-15 00:00:00,5896,0.979399,1.01245,1869,2219,1525,582351
2008-01-22 00:00:00,6485,1.0494300000000000,1.08359,1976,2474,1527,598473
2008-01-29 00:00:00,6987,1.13218,1.1657800000000000,2119,2547,1545,599343
2008-02-05 00:00:00,7297,1.1315600000000000,1.1913,2276,2668,1555,612526
2008-02-12 00:00:00,7667,1.15469,1.28075,2512,2854,1555,598635
2008-02-19 00:00:00,7733,1.20448,1.27053,2600,2828,1563,608646
2008-02-26 00:00:00,7634,1.36081,1.59578,3024,2412,1523,478386
2008-03-04 00:00:00,8708,1.30322,1.4585,3114,2913,1551,597052
2008-03-11 00:00:00,8689,1.3020400000000000,1.49921,3252,3024,1543,579573
2008-03-18 00:00:00,7812,1.45109,1.62982,3137,2579,1416,479318
2008-03-25 00:00:00,8706,1.7992700000000000,2.15561,3897,2367,1484,403876
2008-04-01 00:00:00,8603,2.12134,2.02053,3814,2042,1490,425780
2008-04-08 00:00:00,8956,1.47138,1.54566,3245,2548,1539,579428
2008-04-15 00:00:00,9289,1.61555,1.6422400000000000,3142,3345,1512,565631
2008-04-22 00:00:00,11456,1.95333,1.96524,3602,4597,1566,582932
2008-04-29 00:00:00,14324,2.4290700000000000,2.34368,4039,6602,1554,611176
2008-05-06 00:00:00,18268,2.96686,2.86057,4606,8882,1580,638613
2008-05-13 00:00:00,21667,3.57354,3.3421,5064,11215,1569,648304
2008-05-20 00:00:00,20022,3.3665300000000000,3.20566,4848,9851,1543,624583
2008-05-27 00:00:00,20450,3.2962,3.10049,4694,10092,1544,659573
2008-06-03 00:00:00,18441,3.17227,2.95819,4420,9116,1534,623389
2008-06-10 00:00:00,15711,2.5804,2.46381,4046,7446,1524,637672
2008-06-17 00:00:00,13277,2.42922,2.19272,3657,6036,1494,605503
2008-06-24 00:00:00,11400,1.9902800000000000,1.87395,3237,5052,1470,608342
2008-07-01 00:00:00,9669,1.72423,1.6481700000000000,2829,4283,1440,586651
2008-07-08 00:00:00,8460,1.60355,1.49878,2577,3407,1422,564460
2008-07-15 00:00:00,7222,1.2841800000000000,1.29233,2371,2761,1415,558837
2008-07-22 00:00:00,7348,1.2932,1.2716400000000000,2353,2855,1445,577836
2008-07-29 00:00:00,18627,2.74012,2.98159,4821,8043,1405,624734
2008-08-05 00:00:00,14578,2.22391,2.43702,3920,6221,1422,598189
2008-08-12 00:00:00,12554,1.76657,2.2813,3236,5888,1372,550300
2008-08-19 00:00:00,20774,1.9217100000000000,3.81572,4188,12026,1331,544432
2008-08-26 00:00:00,22394,1.8611,4.21315,4496,12461,1314,531526
2008-09-02 00:00:00,17105,1.68423,3.1783200000000000,3865,8615,1305,538177
2008-09-09 00:00:00,12392,1.7393,2.50972,3072,5660,1296,493761
2008-09-16 00:00:00,10780,1.83001,2.06632,2623,4740,1280,521701
2008-09-23 00:00:00,8801,1.58128,1.71805,2299,3700,1279,512268
2008-09-30 00:00:00,7422,1.4917200000000000,1.55965,2145,2893,1237,475877
2008-10-07 00:00:00,6290,1.389,1.30856,1701,2481,1246,480680
2008-10-14 00:00:00,5964,1.34702,1.18695,1581,2437,1248,502466
2008-10-21 00:00:00,5735,1.16056,1.13796,1608,2285,1248,503971
2008-10-28 00:00:00,5587,1.2085,1.15005,1519,2199,1254,485804
2008-11-04 00:00:00,5526,1.15544,1.1126200000000000,1651,2082,1230,496666
2008-11-11 00:00:00,5877,1.1451800000000000,1.1614200000000000,1645,2321,1234,506019
2008-11-18 00:00:00,8941,1.4664,1.64107,2167,4210,1286,544827
