date,HUFL,HULL,MUFL,MULL,LUFL,OT
7/4/2016 23:00,12.72599983,6.497000217,9.345999718,3.482000113,3.167999983,1.980000019
7/5/2016 00:00,11.98900032,5.625999928,8.777000427,2.948999882,3.197999954,1.980000019
7/5/2016 01:00,12.52499962,6.296000004,8.954999924,3.163000107,3.137000084,2.00999999
7/5/2016 02:00,12.32400036,6.296000004,8.812999725,3.375999928,2.984999895,1.91900003
7/5/2016 03:00,10.71700001,5.425000191,8.065999985,2.878000021,2.832999945,1.85800004
7/5/2016 04:00,11.31999969,5.625999928,7.676000118,2.630000114,3.046000004,1.888000011
7/5/2016 05:00,10.85099983,4.68900013,6.822999954,1.883000016,3.319999933,2.040999889
7/5/2016 06:00,13.32900047,5.425000191,8.883999825,2.736000061,4.081999779,1.949000001
7/5/2016 07:00,11.45400047,5.223999977,7.853000164,2.772000074,3.654999971,2.00999999
7/5/2016 08:00,11.05200005,5.960999966,7.461999893,3.127000093,3.563999891,2.101999998
7/5/2016 09:00,10.98499966,6.027999878,7.532999992,2.700999975,3.411000013,2.040999889
7/5/2016 10:00,12.79300022,5.960999966,8.56400013,3.447000027,3.838000059,2.163000107
7/5/2016 11:00,13.39599991,6.429999828,8.741999626,3.482000113,4.598999977,2.253999949
7/5/2016 12:00,11.25300026,5.425000191,7.676000118,2.736000061,3.594000101,2.00999999
7/5/2016 13:00,9.913000107,4.554999828,6.681000233,2.309999943,3.319999933,1.91900003
7/5/2016 14:00,10.18099976,5.357999802,7.320000172,2.486999989,3.319999933,2.071000099
7/5/2016 15:00,10.85099983,5.223999977,7.249000072,2.415999889,3.319999933,1.949000001
7/5/2016 16:00,10.04699993,5.022999763,6.894000053,2.736000061,3.167999983,2.253999949
7/5/2016 17:00,11.92199993,5.425000191,7.923999786,2.878000021,4.386000156,2.101999998
7/5/2016 18:00,11.45400047,4.956999779,7.461999893,2.345000029,3.99000001,2.040999889
7/5/2016 19:00,10.85099983,4.68900013,7.071000099,2.345000029,3.806999922,1.949000001
7/5/2016 20:00,11.18599987,4.622000217,7.284999847,2.203000069,3.898999929,1.888000011
7/5/2016 21:00,10.64999962,4.68900013,6.894000053,2.167999983,3.806999922,2.00999999
7/5/2016 22:00,9.979999542,4.354000092,6.644999981,1.91900003,3.563999891,1.980000019
7/5/2016 23:00,11.85499954,5.760000229,7.81799984,2.700999975,3.259000063,1.949000001
7/6/2016 00:00,10.38199997,5.090000153,6.467000008,2.842999935,3.015000105,1.827999949
7/6/2016 01:00,10.71700001,5.425000191,7.498000145,2.309999943,2.832999945,1.91900003
7/6/2016 02:00,10.85099983,5.357999802,7.81799984,2.878000021,2.832999945,1.85800004
7/6/2016 03:00,9.779000282,5.157000065,5.96999979,2.345000029,3.167999983,2.131999969
7/6/2016 04:00,9.376999855,4.487999916,6.254000187,2.273999929,3.015000105,2.040999889
7/6/2016 05:00,11.38700008,5.559000015,7.853000164,2.842999935,3.259000063,2.345000029
7/6/2016 06:00,11.85499954,4.487999916,8.208999634,2.096999884,3.868000031,1.85800004
7/6/2016 07:00,12.52499962,6.162000179,9.131999969,3.625,3.532999992,1.888000011
7/6/2016 08:00,12.72599983,6.362999916,9.345999718,3.375999928,3.71600008,1.980000019
7/6/2016 09:00,11.11900043,4.756000042,7.177999973,2.131999969,3.349999905,1.980000019
7/6/2016 10:00,11.78800011,4.889999866,8.031000137,2.451999903,3.563999891,1.85800004
7/6/2016 11:00,13.12800026,4.956999779,8.670999527,2.772000074,3.99000001,1.91900003
7/6/2016 12:00,10.58300018,4.756000042,7,2.061000109,2.954999924,1.644999981
7/6/2016 13:00,10.31499958,5.290999889,7.498000145,2.345000029,3.046000004,1.70599997
7/6/2016 14:00,9.444000244,5.022999763,6.965000153,2.203000069,2.650000095,1.644999981
7/6/2016 15:00,10.44900036,4.21999979,7,2.381000042,2.710999966,1.583999991
7/6/2016 16:00,9.845999718,4.085999966,7.071000099,1.91900003,2.710999966,1.552999973
7/6/2016 17:00,10.98499966,4.756000042,7.639999866,2.630000114,3.289999962,1.644999981
7/6/2016 18:00,10.71700001,4.287000179,7.320000172,2.096999884,3.319999933,1.644999981
7/6/2016 19:00,9.175999641,3.549999952,6.005000114,1.56400001,3.107000113,1.613999963
7/6/2016 20:00,9.645000458,4.152999878,6.254000187,1.457000017,3.411000013,1.735999942
7/6/2016 21:00,8.505999565,2.880000114,5.436999798,0.745999992,3.532999992,1.827999949
7/6/2016 22:00,10.51599979,3.348999977,7.106999874,1.279000044,3.259000063,1.644999981
7/6/2016 23:00,13.39599991,4.68900013,10.23400021,2.381000042,3.259000063,1.674999952
7/7/2016 00:00,12.59200001,5.157000065,9.204000473,2.309999943,2.772000074,1.613999963
7/7/2016 01:00,14.19999981,6.229000092,11.19400024,3.447000027,2.559000015,1.552999973
7/7/2016 02:00,12.59200001,6.229000092,10.9090004,3.696000099,2.528000116,1.523000002
7/7/2016 03:00,14.2670002,6.362999916,11.12199974,3.872999907,2.832999945,1.674999952
7/7/2016 04:00,12.59200001,5.090000153,9.204000473,2.772000074,2.680000067,1.827999949
7/7/2016 05:00,13.73099995,5.625999928,10.66100025,2.984999895,3.229000092,1.76699996
7/7/2016 06:00,15.13700008,5.760000229,11.22900009,2.948999882,3.319999933,1.644999981
7/7/2016 07:00,14.2670002,5.960999966,10.80300045,3.197999954,3.381000042,1.797000051
7/7/2016 08:00,12.52499962,5.090000153,9.31000042,3.055999994,3.075999975,1.797000051
7/7/2016 09:00,12.32400036,5.559000015,8.670999527,2.842999935,3.015000105,1.674999952
7/7/2016 10:00,13.26200008,6.09499979,9.807999611,2.842999935,3.441999912,1.76699996
7/7/2016 11:00,12.32400036,4.956999779,8.244000435,2.559000015,3.99000001,1.735999942
7/7/2016 12:00,9.645000458,3.617000103,6.787000179,1.598999977,3.046000004,1.523000002
7/7/2016 13:00,10.51599979,4.554999828,7.390999794,2.131999969,2.802000046,1.552999973
7/7/2016 14:00,9.376999855,3.818000078,6.573999882,1.56400001,2.650000095,1.552999973
7/7/2016 15:00,9.109000206,3.684000015,6.610000134,1.598999977,2.588999987,2.131999969
7/7/2016 16:00,9.243000031,3.415999889,6.538000107,1.70599997,2.984999895,1.552999973
7/7/2016 17:00,10.44900036,4.21999979,7.320000172,2.096999884,3.229000092,1.523000002
7/7/2016 18:00,11.05200005,4.287000179,7.604000092,1.99000001,3.471999884,1.674999952
7/7/2016 19:00,10.11400032,4.085999966,6.857999802,1.953999996,3.259000063,1.644999981
7/7/2016 20:00,11.11900043,4.152999878,7.427000046,1.91900003,3.746000051,1.674999952
7/7/2016 21:00,10.44900036,3.282000065,7.106999874,1.279000044,3.594000101,1.70599997
7/7/2016 22:00,10.51599979,3.88499999,7.355999947,1.598999977,3.167999983,1.674999952
7/7/2016 23:00,11.85499954,5.357999802,8.883999825,3.197999954,3.075999975,1.552999973
7/8/2016 00:00,11.85499954,4.756000042,8.883999825,2.984999895,2.954999924,1.523000002
7/8/2016 01:00,10.38199997,4.756000042,7.994999886,2.630000114,2.497999907,1.340000033
7/8/2016 02:00,11.18599987,5.223999977,8.706000328,2.594000101,2.375999928,1.401000023
7/8/2016 03:00,10.24800014,4.554999828,7.747000217,2.736000061,2.437000036,1.491999984
7/8/2016 04:00,10.91800022,4.085999966,8.244000435,2.594000101,2.315000057,1.462000012
7/8/2016 05:00,12.6590004,5.223999977,9.416999817,2.700999975,2.894000053,1.613999963
7/8/2016 06:00,13.59700012,5.425000191,9.737000465,2.984999895,3.471999884,1.644999981
7/8/2016 07:00,10.38199997,4.085999966,7.214000225,2.025000095,3.289999962,1.644999981
7/8/2016 08:00,9.979999542,4.554999828,6.71600008,2.273999929,3.289999962,1.797000051
7/8/2016 09:00,9.645000458,4.019000053,6.894000053,2.594000101,3.015000105,1.644999981
7/8/2016 10:00,11.72099972,4.756000042,7.994999886,2.167999983,3.381000042,1.735999942
7/8/2016 11:00,11.78800011,4.21999979,8.031000137,2.131999969,3.928999901,1.827999949
7/8/2016 12:00,10.44900036,4.085999966,7.355999947,1.812000036,3.167999983,1.674999952
7/8/2016 13:00,10.18099976,3.415999889,6.857999802,1.741000056,3.046000004,1.613999963
7/8/2016 14:00,12.92700005,5.022999763,6.751999855,1.527999997,5.696000099,2.223999977
7/8/2016 15:00,10.18099976,4.21999979,6.573999882,1.741000056,3.015000105,1.644999981
7/8/2016 16:00,9.444000244,3.549999952,6.610000134,1.279000044,2.924000025,1.613999963
7/8/2016 17:00,10.31499958,4.085999966,7.177999973,2.096999884,3.229000092,1.644999981
7/8/2016 18:00,10.71700001,3.88499999,7.106999874,1.741000056,3.563999891,1.674999952
7/8/2016 19:00,10.18099976,3.617000103,6.467000008,1.421000004,3.594000101,1.674999952
7/8/2016 20:00,11.85499954,4.085999966,7.639999866,1.56400001,4.263999939,1.85800004
7/8/2016 21:00,12.72599983,4.354000092,8.244000435,2.131999969,4.295000076,1.76699996
7/8/2016 22:00,14.06599998,5.357999802,9.666000366,2.239000082,3.77699995,1.70599997
7/8/2016 23:00,18.15200043,8.840999603,12.40200043,4.19299984,5.81799984,3.046000004
7/9/2016 00:00,14.60200024,5.960999966,11.30000019,3.339999914,3.259000063,1.76699996
7/9/2016 01:00,14.53499985,6.162000179,11.69099998,3.90899992,3.046000004,1.644999981
7/9/2016 02:00,14.40100002,6.296000004,11.72700024,3.944000006,2.802000046,1.613999963
7/9/2016 03:00,13.9989996,6.497000217,10.94499969,3.197999954,2.710999966,1.674999952
7/9/2016 04:00,14.06599998,6.296000004,11.30000019,3.482000113,2.832999945,2.00999999
7/9/2016 05:00,14.2670002,5.425000191,10.8380003,3.019999981,3.319999933,1.76699996
7/9/2016 06:00,14.60200024,5.69299984,10.8739996,3.055999994,3.289999962,1.735999942
7/9/2016 07:00,9.109000206,2.611999989,6.395999908,1.065999985,2.740999937,1.523000002
7/9/2016 08:00,11.45400047,3.415999889,8.279999733,1.101999998,3.137000084,1.76699996
7/9/2016 09:00,9.779000282,3.549999952,6.005000114,1.70599997,3.289999962,1.644999981
7/9/2016 10:00,10.85099983,4.21999979,6.573999882,1.243999958,3.471999884,1.797000051
7/9/2016 11:00,10.51599979,3.48300004,6.610000134,1.350000024,3.868000031,1.735999942
7/9/2016 12:00,9.779000282,3.617000103,5.899000168,0.852999985,3.229000092,1.70599997
7/9/2016 13:00,10.24800014,3.750999928,6.610000134,1.243999958,3.046000004,1.552999973
7/9/2016 14:00,9.645000458,4.019000053,6.822999954,1.56400001,3.046000004,1.552999973
7/9/2016 15:00,9.578000069,3.818000078,6.361000061,1.491999984,3.075999975,1.613999963
7/9/2016 16:00,11.98900032,4.152999878,6.43200016,1.527999997,5.604000092,2.193000078
7/9/2016 17:00,10.7840004,3.818000078,6.644999981,1.207999945,3.868000031,1.888000011
7/9/2016 18:00,10.11400032,3.415999889,6.254000187,1.207999945,3.686000109,2.040999889
7/9/2016 19:00,9.444000244,3.148000002,5.96999979,1.101999998,3.411000013,1.644999981
7/9/2016 20:00,11.31999969,3.48300004,7.427000046,1.812000036,4.051000118,1.674999952
7/9/2016 21:00,13.52999973,4.756000042,9.522999763,2.700999975,3.898999929,1.462000012
7/9/2016 22:00,12.45800018,5.827000141,8.918999672,3.552999973,3.503000021,1.583999991
7/9/2016 23:00,13.32900047,5.357999802,9.593999863,2.451999903,3.289999962,1.552999973
7/10/2016 00:00,15.27099991,6.229000092,9.737000465,2.736000061,5.482999802,2.00999999
7/10/2016 01:00,15.53899956,6.09499979,10.51799965,3.163000107,5.208000183,2.040999889
7/10/2016 02:00,15.13700008,6.362999916,9.630000114,3.233999968,4.934000015,1.91900003
7/10/2016 03:00,14.40100002,5.894000053,8.493000031,2.984999895,4.934000015,1.980000019
7/10/2016 04:00,14.13300037,5.157000065,8.598999977,2.451999903,4.965000153,1.949000001
7/10/2016 05:00,13.9989996,4.354000092,8.706000328,2.131999969,5.269000053,2.040999889
7/10/2016 06:00,14.93700027,5.625999928,9.026000023,1.91900003,5.81799984,2.101999998
7/10/2016 07:00,13.32900047,4.554999828,7.710999966,1.457000017,5.573999882,2.193000078
7/10/2016 08:00,10.85099983,4.554999828,7.320000172,2.203000069,3.197999954,1.76699996
7/10/2016 09:00,9.845999718,4.287000179,6.857999802,1.812000036,3.167999983,1.70599997
7/10/2016 10:00,10.24800014,3.951999903,6.857999802,1.70599997,3.381000042,1.797000051
7/10/2016 11:00,11.85499954,4.019000053,7.604000092,1.812000036,4.142000198,1.735999942
7/10/2016 12:00,8.572999954,3.282000065,5.578999996,1.136999965,2.984999895,1.523000002
7/10/2016 13:00,8.640000343,3.08100009,5.507999897,1.031000018,2.710999966,1.432000041
7/10/2016 14:00,8.305999756,2.411000013,5.188000202,0.711000025,2.924000025,1.523000002
7/10/2016 15:00,8.774000168,3.348999977,6.147999763,1.350000024,2.528000116,1.432000041
7/10/2016 16:00,8.038000107,2.545000076,5.614999771,0.888000011,2.467000008,1.340000033
7/10/2016 17:00,9.175999641,2.746000051,6.289999962,1.136999965,3.229000092,1.432000041
7/10/2016 18:00,9.444000244,3.214999914,6.395999908,1.421000004,3.167999983,1.523000002
7/10/2016 19:00,8.505999565,2.880000114,5.791999817,1.101999998,2.710999966,1.309999943
7/10/2016 20:00,10.04699993,3.08100009,6.857999802,1.279000044,3.167999983,1.309999943
7/10/2016 21:00,9.711999893,2.075999975,6.395999908,0.603999972,3.289999962,1.309999943
7/10/2016 22:00,9.979999542,3.08100009,7,1.315000057,2.862999916,1.309999943
7/10/2016 23:00,9.979999542,3.549999952,7.214000225,1.883000016,2.680000067,1.279000044
7/11/2016 00:00,13.59700012,5.357999802,8.989999771,2.700999975,4.873000145,1.797000051
7/11/2016 01:00,13.59700012,4.889999866,8.493000031,1.91900003,4.568999767,1.674999952
7/11/2016 02:00,12.12300014,4.085999966,7.071000099,1.77699995,4.598999977,1.674999952
7/11/2016 03:00,11.98900032,3.951999903,7.568999767,1.598999977,4.477000237,1.735999942
7/11/2016 04:00,11.98900032,4.21999979,7.568999767,1.598999977,4.355999947,1.91900003
7/11/2016 05:00,12.99400043,4.421000004,7.853000164,1.598999977,4.568999767,1.674999952
7/11/2016 06:00,13.79800034,4.085999966,8.137999535,2.096999884,5.269000053,1.76699996
7/11/2016 07:00,12.99400043,4.152999878,8.173000336,2.025000095,5.208000183,1.888000011
7/11/2016 08:00,9.979999542,3.818000078,7.249000072,1.56400001,2.894000053,1.432000041
7/11/2016 09:00,10.11400032,3.88499999,6.644999981,1.669999957,2.772000074,1.371000051
7/11/2016 10:00,9.845999718,3.348999977,6.787000179,1.812000036,2.405999899,1.491999984
7/11/2016 11:00,10.98499966,3.617000103,7.143000126,1.598999977,3.503000021,1.371000051
7/11/2016 12:00,8.371999741,2.812999964,5.507999897,0.569000006,2.680000067,1.218000054
7/11/2016 13:00,8.907999992,2.880000114,5.791999817,0.745999992,2.588999987,1.187999964
7/11/2016 14:00,9.041999817,3.013999939,6.289999962,0.995000005,2.588999987,1.279000044
7/11/2016 15:00,9.243000031,3.214999914,6.361000061,1.031000018,2.680000067,1.156999946
7/11/2016 16:00,8.23900032,2.812999964,5.721000195,1.243999958,2.528000116,1.248999953
7/11/2016 17:00,8.975000381,2.880000114,5.934000015,1.243999958,3.015000105,1.248999953
7/11/2016 18:00,8.505999565,2.344000101,5.578999996,0.745999992,2.894000053,1.156999946
7/11/2016 19:00,7.836999893,2.075999975,5.223999977,0.532999992,2.588999987,1.126999974
7/11/2016 20:00,9.175999641,1.942000031,6.183000088,0.603999972,2.894000053,0.975000024
7/11/2016 21:00,9.175999641,2.009000063,6.218999863,0.603999972,2.954999924,0.975000024
7/11/2016 22:00,8.371999741,3.013999939,6.289999962,1.207999945,2.437000036,0.944000006
7/11/2016 23:00,10.91800022,3.549999952,9.026000023,2.309999943,2.131999969,0.883000016
7/12/2016 00:00,11.52099991,3.549999952,9.593999863,2.309999943,1.980000019,0.822000027
7/12/2016 01:00,11.52099991,4.152999878,9.593999863,2.700999975,1.735999942,0.670000017
7/12/2016 02:00,12.12300014,4.554999828,10.3409996,3.482000113,1.827999949,0.791999996
7/12/2016 03:00,11.92199993,4.085999966,10.16300011,2.948999882,1.797000051,0.822000027
7/12/2016 04:00,11.72099972,3.818000078,9.522999763,2.451999903,1.797000051,0.822000027
7/12/2016 05:00,11.11900043,3.348999977,8.918999672,2.415999889,2.101999998,0.883000016
7/12/2016 06:00,11.11900043,3.818000078,8.635000229,1.84800005,2.559000015,1.036000013
7/12/2016 07:00,9.444000244,2.27699995,6.894000053,1.386000037,2.00999999,0.731000006
7/12/2016 08:00,8.706999779,3.08100009,6.681000233,1.598999977,2.375999928,1.065999985
7/12/2016 09:00,8.907999992,2.411000013,6.467000008,1.527999997,2.405999899,0.975000024
7/12/2016 10:00,10.11400032,2.678999901,6.965000153,1.421000004,2.862999916,1.187999964
7/12/2016 11:00,10.85099983,3.013999939,7.320000172,1.77699995,3.349999905,1.126999974
7/12/2016 12:00,9.376999855,1.875,6.005000114,0.958999991,2.894000053,1.156999946
7/12/2016 13:00,9.779000282,2.344000101,6.254000187,0.497000009,2.862999916,1.097000003
7/12/2016 14:00,9.51099968,2.009000063,6.467000008,0.958999991,2.862999916,1.218000054
7/12/2016 15:00,9.243000031,2.812999964,6.822999954,0.888000011,2.618999958,1.309999943
7/12/2016 16:00,8.774000168,1.942000031,6.111999989,0.462000012,2.710999966,1.126999974
7/12/2016 17:00,9.645000458,2.678999901,6.395999908,1.136999965,3.075999975,1.156999946
7/12/2016 18:00,9.109000206,2.142999887,5.96999979,0.603999972,3.107000113,1.097000003
7/12/2016 19:00,8.572999954,1.875,5.507999897,0.462000012,3.075999975,1.065999985
7/12/2016 20:00,10.85099983,2.142999887,7.143000126,0.532999992,3.746000051,1.097000003
7/12/2016 21:00,10.98499966,2.142999887,7.284999847,0.603999972,3.746000051,1.065999985
7/12/2016 22:00,12.79300022,2.746000051,9.807999611,1.70599997,3.259000063,0.913999975
7/12/2016 23:00,16.00799942,5.69299984,13.11200047,3.482000113,2.832999945,1.004999995
7/13/2016 00:00,19.15600014,6.229000092,13.71700001,4.014999866,5.026000023,1.523000002
7/13/2016 01:00,16.81200027,5.894000053,12.18900013,3.411000013,4.873000145,1.462000012
7/13/2016 02:00,17.61599922,5.960999966,12.72200012,3.588999987,4.721000195,1.491999984
7/13/2016 03:00,16.34300041,5.760000229,11.37100029,2.948999882,4.477000237,1.491999984
7/13/2016 04:00,18.01799965,7.099999905,13.46800041,3.90899992,4.477000237,1.523000002
7/13/2016 05:00,18.15200043,7.032999992,13.39700031,4.086999893,4.659999847,1.523000002
7/13/2016 06:00,16.20899963,4.822999954,10.51799965,2.700999975,5.056000233,1.552999973
7/13/2016 07:00,13.4630003,4.085999966,8.065999985,1.457000017,5.238999844,1.827999949
7/13/2016 08:00,10.31499958,3.415999889,6.928999901,1.315000057,2.802000046,1.462000012
