date,RSV Detections,RSV Tests,Surveillance Year,Week ending Code ,temp_c,vapor_pressure_hpa,temp_c_1,temp_c_2,vapor_pressure_hpa_1,vapor_pressure_hpa_2
2011-04-02,1432,11950,1011,1113,7.992529767660303,6.649951870255528,7.13616844668253,9.2068749827781,6.537935853320111,7.403830630927034
2011-04-09,1079,10935,1011,1114,11.568892813776356,8.573006411849443,7.992529767660303,7.13616844668253,6.649951870255528,6.537935853320111
2011-04-16,782,9940,1011,1115,11.924405867835056,8.350389549137441,11.568892813776356,7.992529767660303,8.573006411849443,6.649951870255528
2011-04-23,594,8380,1011,1116,12.453847642748514,9.55904278861291,11.924405867835056,11.568892813776356,8.350389549137441,8.573006411849443
2011-04-30,436,7648,1011,1117,14.205779406901112,10.293333332729285,12.453847642748514,11.924405867835056,9.55904278861291,8.350389549137441
2011-05-07,329,6857,1011,1118,14.234294606952018,9.50324265889662,14.205779406901112,12.453847642748514,10.293333332729285,9.55904278861291
2011-05-14,220,6168,1011,1119,16.718711173693364,12.5283988363164,14.234294606952018,14.205779406901112,9.50324265889662,10.293333332729285
2011-05-21,201,5685,1011,1120,16.29933716305789,12.675299431677526,16.718711173693364,14.234294606952018,12.5283988363164,9.50324265889662
2011-05-28,140,5237,1011,1121,19.03498828394211,14.98949145760989,16.29933716305789,16.718711173693364,12.675299431677526,12.5283988363164
2011-06-04,91,4674,1011,1122,21.950011035091592,15.228611437184062,19.03498828394211,16.29933716305789,14.98949145760989,12.675299431677526
2011-06-11,96,4321,1011,1123,22.15807973513588,16.644890356020163,21.950011035091592,19.03498828394211,15.228611437184062,14.98949145760989
2011-06-18,75,3853,1011,1124,21.77714064316156,16.389268410591985,22.15807973513588,21.950011035091592,16.644890356020163,15.228611437184062
2011-06-25,69,3411,1011,1125,22.57065538062808,17.90264969602903,21.77714064316156,22.15807973513588,16.389268410591985,16.644890356020163
2011-07-02,43,3158,1011,1126,24.34404478190988,18.54567193632865,22.57065538062808,21.77714064316156,17.90264969602903,16.389268410591985
2011-07-09,34,2734,1112,1127,25.054589519166854,20.116832385536284,24.34404478190988,22.57065538062808,18.54567193632865,17.90264969602903
2011-07-16,40,2787,1112,1128,25.025635187293474,20.02170695705908,25.054589519166854,24.34404478190988,20.116832385536284,18.54567193632865
2011-07-23,43,2721,1112,1129,26.860241799073844,22.05203712061229,25.025635187293474,25.054589519166854,20.02170695705908,20.116832385536284
2011-07-30,49,2484,1112,1130,25.735507206208425,21.51530923198556,26.860241799073844,25.025635187293474,22.05203712061229,20.02170695705908
2011-08-06,38,2410,1112,1131,25.822576897543705,21.541393332586363,25.735507206208425,26.860241799073844,21.51530923198556,22.05203712061229
2011-08-13,64,2709,1112,1132,23.7467089238264,18.8742319413133,25.822576897543705,25.735507206208425,21.541393332586363,21.51530923198556
2011-08-20,80,2815,1112,1133,23.882126948775056,18.90024375243052,23.7467089238264,25.822576897543705,18.8742319413133,21.541393332586363
2011-08-27,77,3104,1112,1134,24.564050830453684,18.798656907324023,23.882126948775056,23.7467089238264,18.90024375243052,18.8742319413133
2011-09-03,99,3523,1112,1135,23.27294992894759,17.61285314066336,24.564050830453684,23.882126948775056,18.798656907324023,18.90024375243052
2011-09-10,124,3892,1112,1136,19.983705045999443,15.255402391066806,23.27294992894759,24.564050830453684,17.61285314066336,18.798656907324023
2011-09-17,112,4236,1112,1137,18.176098809391345,13.773689344956546,19.983705045999443,23.27294992894759,15.255402391066806,17.61285314066336
2011-09-24,163,4996,1112,1138,18.600943658062725,14.607756788267016,18.176098809391345,19.983705045999443,13.773689344956546,15.255402391066806
2011-10-01,202,5329,1112,1139,17.696057467423987,12.7998530402834,18.600943658062725,18.176098809391345,14.607756788267016,13.773689344956546
2011-10-08,195,5787,1112,1140,16.24064694082247,11.686866263078771,17.696057467423987,18.600943658062725,12.7998530402834,14.607756788267016
2011-10-15,250,5999,1112,1141,15.849144608526052,11.798386200836376,16.24064694082247,17.696057467423987,11.686866263078771,12.7998530402834
2011-10-22,321,6371,1112,1142,11.95791263624453,8.990561343695084,15.849144608526052,16.24064694082247,11.798386200836376,11.686866263078771
2011-10-29,345,6864,1112,1143,10.026551984138065,8.031874533812253,11.95791263624453,15.849144608526052,8.990561343695084,11.798386200836376
2011-11-05,446,7372,1112,1144,8.400796856842454,7.040085374783082,10.026551984138065,11.95791263624453,8.031874533812253,8.990561343695084
2011-11-12,549,8079,1112,1145,8.643319421257653,7.256932986534718,8.400796856842454,10.026551984138065,7.040085374783082,8.031874533812253
2011-11-19,695,8521,1112,1146,7.897995724953501,7.018710071816357,8.643319421257653,8.400796856842454,7.256932986534718,7.040085374783082
2011-11-26,902,7938,1112,1147,7.79162702717739,7.616454306618739,7.897995724953501,8.643319421257653,7.018710071816357,7.256932986534718
2011-12-03,1177,9306,1112,1148,4.639314667781028,5.9365055818487855,7.79162702717739,7.897995724953501,7.616454306618739,7.018710071816357
2011-12-10,1260,9027,1112,1149,1.5827662001613756,4.968153874716941,4.639314667781028,7.79162702717739,5.9365055818487855,7.616454306618739
2011-12-17,1795,10211,1112,1150,4.005048982667671,6.023805138013396,1.5827662001613756,4.639314667781028,4.968153874716941,5.9365055818487855
2011-12-24,2152,10805,1112,1151,3.5117289797737783,5.73843838602374,4.005048982667671,1.5827662001613756,6.023805138013396,4.968153874716941
2011-12-31,2767,12028,1112,1152,4.540020118429832,5.673804159319992,3.5117289797737783,4.005048982667671,5.73843838602374,6.023805138013396
2012-01-07,2767,12248,1112,1201,2.872979176460828,4.523812479617209,4.540020118429832,3.5117289797737783,5.673804159319992,5.73843838602374
2012-01-14,2418,11541,1112,1202,1.3667908902691512,4.400676204146738,2.872979176460828,4.540020118429832,4.523812479617209,5.673804159319992
2012-01-21,2588,11839,1112,1203,0.6952986587431619,4.408416188338919,1.3667908902691512,2.872979176460828,4.400676204146738,4.523812479617209
2012-01-28,2896,12240,1112,1204,3.936672758487013,5.589236802765836,0.6952986587431619,1.3667908902691512,4.408416188338919,4.400676204146738
2012-02-04,2868,12833,1112,1205,5.108530020703934,5.923395047177727,3.936672758487013,0.6952986587431619,5.589236802765836,4.408416188338919
2012-02-11,3029,13374,1112,1206,1.0867487507936946,4.378533159063971,5.108530020703934,3.936672758487013,5.923395047177727,5.589236802765836
2012-02-18,2945,13507,1112,1207,3.881390468827655,5.701057874892991,1.0867487507936946,5.108530020703934,4.378533159063971,5.923395047177727
2012-02-25,2876,13909,1112,1208,5.328959313361393,5.538849712660986,3.881390468827655,1.0867487507936946,5.701057874892991,4.378533159063971
2012-03-03,2756,13614,1112,1209,5.750110047320348,5.953712674522886,5.328959313361393,3.881390468827655,5.538849712660986,5.701057874892991
2012-03-10,2329,13161,1112,1210,7.41238845144357,5.781165522981596,5.750110047320348,5.328959313361393,5.953712674522886,5.538849712660986
2012-03-17,2144,12917,1112,1211,13.98678658855241,10.38247998018525,7.41238845144357,5.750110047320348,5.781165522981596,5.953712674522886
2012-03-24,1611,11563,1112,1212,14.102413878426304,10.7947563528033,13.98678658855241,7.41238845144357,10.38247998018525,5.781165522981596
2012-03-31,1286,10449,1112,1213,12.7344858937624,8.856147812067992,14.102413878426304,13.98678658855241,10.7947563528033,10.38247998018525
2012-04-07,1013,9813,1112,1214,11.986774929244636,7.73595590075806,12.7344858937624,14.102413878426304,8.856147812067992,10.7947563528033
2012-04-14,737,8954,1112,1215,12.505721201452303,8.15605215846914,11.986774929244636,12.7344858937624,7.73595590075806,8.856147812067992
2012-04-21,657,8430,1112,1216,14.132124779929578,10.133060189086526,12.505721201452303,11.986774929244636,8.15605215846914,7.73595590075806
2012-04-28,420,7677,1112,1217,14.236494657500206,9.346316911579924,14.132124779929578,12.505721201452303,10.133060189086526,8.15605215846914
2012-05-05,293,6605,1112,1218,17.731121110896392,13.486918971738694,14.236494657500206,14.132124779929578,9.346316911579924,10.133060189086526
2012-05-12,269,5943,1112,1219,16.521141567591368,11.167705442571611,17.731121110896392,14.236494657500206,13.486918971738694,9.346316911579924
2012-05-19,206,5711,1112,1220,19.499818416925745,12.4869772376066,16.521141567591368,17.731121110896392,11.167705442571611,13.486918971738694
2012-05-26,188,5539,1112,1221,20.40784906905751,14.89972499700494,19.499818416925745,16.521141567591368,12.4869772376066,11.167705442571611
2012-06-02,163,4726,1112,1222,20.12395618308425,14.257212591366551,20.40784906905751,19.499818416925745,14.89972499700494,12.4869772376066
2012-06-09,125,4711,1112,1223,20.73860440800154,14.495204027543863,20.12395618308425,20.40784906905751,14.257212591366551,14.89972499700494
2012-06-16,93,4324,1112,1224,21.90636623748212,15.61239781579298,20.73860440800154,20.12395618308425,14.495204027543863,14.257212591366551
2012-06-23,91,4050,1112,1225,24.208547220842306,17.426785513636272,21.90636623748212,20.73860440800154,15.61239781579298,14.495204027543863
2012-06-30,75,3458,1112,1226,25.39570432899231,17.192691406742483,24.208547220842306,21.90636623748212,17.426785513636272,15.61239781579298
2012-07-07,67,3117,1213,1227,26.48943401435671,20.08488193615413,25.39570432899231,24.208547220842306,17.192691406742483,17.426785513636272
2012-07-14,69,3240,1213,1228,25.117531807315,19.607231977141748,26.48943401435671,25.39570432899231,20.08488193615413,17.192691406742483
2012-07-21,73,3293,1213,1229,25.77263498683056,20.559580951586547,25.117531807315,26.48943401435671,19.607231977141748,20.08488193615413
2012-07-28,69,3254,1213,1230,25.87552470666006,20.30226067121908,25.77263498683056,25.117531807315,20.559580951586547,19.607231977141748
2012-08-04,86,2894,1213,1231,25.62225171422252,20.29771760022837,25.87552470666006,25.77263498683056,20.30226067121908,20.559580951586547
2012-08-11,116,3589,1213,1232,24.441968410279102,18.96912965362805,25.62225171422252,25.87552470666006,20.29771760022837,20.30226067121908
2012-08-18,118,3842,1213,1233,22.907561911598247,17.63287477058806,24.441968410279102,25.62225171422252,18.96912965362805,20.29771760022837
2012-08-25,145,4116,1213,1234,22.858505947924467,17.255568184377076,22.907561911598247,24.441968410279102,17.63287477058806,18.96912965362805
2012-09-01,172,4481,1213,1235,24.06108705843421,18.347978781879128,22.858505947924467,22.907561911598247,17.255568184377076,17.63287477058806
2012-09-08,249,4977,1213,1236,22.404403193281954,17.577268178531813,24.06108705843421,22.858505947924467,18.347978781879128,17.255568184377076
2012-09-15,199,5640,1213,1237,19.304935223458266,13.384981380743088,22.404403193281954,24.06108705843421,17.577268178531813,18.347978781879128
2012-09-22,216,6094,1213,1238,17.741567399855946,12.099761960698856,19.304935223458266,22.404403193281954,13.384981380743088,17.577268178531813
2012-09-29,299,6749,1213,1239,17.52870075579303,12.933955102532124,17.741567399855946,19.304935223458266,12.099761960698856,13.384981380743088
2012-10-06,381,6989,1213,1240,15.037725741425966,11.09075301456486,17.52870075579303,17.741567399855946,12.933955102532124,12.099761960698856
2012-10-13,391,7377,1213,1241,12.81807972116954,9.557627513140597,15.037725741425966,17.52870075579303,11.09075301456486,12.933955102532124
2012-10-20,537,7922,1213,1242,13.93844960810923,10.11512957411461,12.81807972116954,15.037725741425966,9.557627513140597,11.09075301456486
2012-10-27,704,8277,1213,1243,12.071394077322308,9.7669274409258,13.93844960810923,12.81807972116954,10.11512957411461,9.557627513140597
2012-11-03,873,8552,1213,1244,9.457132194393765,7.446294973878669,12.071394077322308,13.93844960810923,9.7669274409258,10.11512957411461
2012-11-10,1184,9732,1213,1245,8.043536906245674,7.014002254616542,9.457132194393765,12.071394077322308,7.446294973878669,9.7669274409258
2012-11-17,1372,10532,1213,1246,5.969774198904201,6.120208321928205,8.043536906245674,9.457132194393765,7.014002254616542,7.446294973878669
2012-11-24,1836,11043,1213,1247,6.795108036600155,6.341134351033996,5.969774198904201,8.043536906245674,6.120208321928205,7.014002254616542
2012-12-01,2167,13257,1213,1248,5.6620889109238135,6.3254336913807565,6.795108036600155,5.969774198904201,6.341134351033996,6.120208321928205
2012-12-08,2702,15300,1213,1249,7.676572847682119,7.675900550617426,5.6620889109238135,6.795108036600155,6.3254336913807565,6.341134351033996
2012-12-15,3640,18219,1213,1250,3.680956192894802,5.678468577703467,7.676572847682119,5.6620889109238135,7.675900550617426,6.3254336913807565
2012-12-22,4503,21509,1213,1251,2.7422269948785725,5.160957698056568,3.680956192894802,7.676572847682119,5.678468577703467,7.675900550617426
2012-12-29,4911,23486,1213,1252,-0.9845729267283012,4.264804935744253,2.7422269948785725,3.680956192894802,5.160957698056568,5.678468577703467
2013-01-05,5368,25832,1213,1301,-1.117615077493929,4.034985670436041,-0.9845729267283012,2.7422269948785725,4.264804935744253,5.160957698056568
2013-01-12,4866,27756,1213,1302,3.748576960309777,5.917483762989255,-1.117615077493929,-0.9845729267283012,4.034985670436041,4.264804935744253
2013-01-19,4827,25923,1213,1303,0.6948883292281295,4.329181824942443,3.748576960309777,-1.117615077493929,5.917483762989255,4.034985670436041
2013-01-26,4517,24001,1213,1304,-1.4871386365518957,3.4835705990124834,0.6948883292281295,3.748576960309777,4.329181824942443,5.917483762989255
2013-02-02,4323,21992,1213,1305,2.1382020296988635,4.995110673064535,-1.4871386365518957,0.6948883292281295,3.4835705990124834,4.329181824942443
2013-02-09,4133,20508,1213,1306,2.607942378820323,5.124506535920111,2.1382020296988635,-1.4871386365518957,4.995110673064535,3.4835705990124834
2013-02-16,3659,18761,1213,1307,2.481019390581717,4.87818241484588,2.607942378820323,2.1382020296988635,5.124506535920111,4.995110673064535
2013-02-23,3108,17650,1213,1308,1.0505724874163394,4.423717316433307,2.481019390581717,2.607942378820323,4.87818241484588,5.124506535920111
2013-03-02,2515,16296,1213,1309,2.719213308974146,4.98080968430637,1.0505724874163394,2.481019390581717,4.423717316433307,4.87818241484588
2013-03-09,2057,15073,1213,1310,4.601940667834404,5.453369341362352,2.719213308974146,1.0505724874163394,4.98080968430637,4.423717316433307
2013-03-16,1666,14339,1213,1311,6.327604583736021,5.816268989225793,4.601940667834404,2.719213308974146,5.453369341362352,4.98080968430637
2013-03-23,1302,13185,1213,1312,3.67782651878828,4.820533252986086,6.327604583736021,4.601940667834404,5.816268989225793,5.453369341362352
2013-03-30,1036,11899,1213,1313,7.07125269143709,6.019572103872116,3.67782651878828,6.327604583736021,4.820533252986086,5.816268989225793
2013-04-06,807,10994,1213,1314,8.80062142817511,6.360962034648345,7.07125269143709,3.67782651878828,6.019572103872116,4.820533252986086
2013-04-13,584,9633,1213,1315,10.901363080004453,8.598693309232917,8.80062142817511,7.07125269143709,6.360962034648345,6.019572103872116
2013-04-20,503,8967,1213,1316,10.766512644568646,8.154931917003514,10.901363080004453,8.80062142817511,8.598693309232917,6.360962034648345
2013-04-27,325,7949,1213,1317,12.16041707269538,8.206250435457088,10.766512644568646,10.901363080004453,8.154931917003514,8.598693309232917
2013-05-04,273,7611,1213,1318,14.014578650905964,9.52206426769081,12.16041707269538,10.766512644568646,8.206250435457088,8.154931917003514
2013-05-11,227,7149,1213,1319,16.213397538495503,11.711315674991576,14.014578650905964,12.16041707269538,9.52206426769081,8.206250435457088
2013-05-18,166,6333,1213,1320,18.397767536839783,12.226132611833242,16.213397538495503,14.014578650905964,11.711315674991576,9.52206426769081
2013-05-25,139,5816,1213,1321,17.902668210259378,13.383834027066223,18.397767536839783,16.213397538495503,12.226132611833242,11.711315674991576
2013-06-01,115,5415,1213,1322,20.53300082895828,15.621823502175996,17.902668210259378,18.397767536839783,13.383834027066223,12.226132611833242
2013-06-08,118,5012,1213,1323,20.06165240745356,15.088295355149556,20.53300082895828,17.902668210259378,15.621823502175996,13.383834027066223
2013-06-15,121,4725,1213,1324,22.515193209242973,16.994378594665903,20.06165240745356,20.53300082895828,15.088295355149556,15.621823502175996
2013-06-22,83,4311,1213,1325,22.81873453615412,17.27817954855074,22.515193209242973,20.06165240745356,16.994378594665903,15.088295355149556
2013-06-29,66,3984,1213,1326,24.71348623089936,20.21858656557073,22.81873453615412,22.515193209242973,17.27817954855074,16.994378594665903
2013-07-06,52,2577,1314,1327,24.44557674186575,19.88518541232452,24.71348623089936,22.81873453615412,20.21858656557073,17.27817954855074
2013-07-13,46,2580,1314,1328,24.95692243767313,20.50307305127361,24.44557674186575,24.71348623089936,19.88518541232452,20.21858656557073
2013-07-20,51,2459,1314,1329,25.96705719812103,21.745627745846683,24.95692243767313,24.44557674186575,20.50307305127361,19.88518541232452
2013-07-27,62,2443,1314,1330,23.0741877206148,18.723520452762013,25.96705719812103,24.95692243767313,21.745627745846683,20.50307305127361
2013-08-03,66,2478,1314,1331,23.021913082187968,18.744168493100315,23.0741877206148,25.96705719812103,18.723520452762013,21.745627745846683
2013-08-10,54,2481,1314,1332,23.38318441196938,19.175277092168383,23.021913082187968,23.0741877206148,18.744168493100315,18.723520452762013
2013-08-17,50,2510,1314,1333,22.1045632333768,17.317382342761864,23.38318441196938,23.021913082187968,19.175277092168383,18.744168493100315
2013-08-24,78,2569,1314,1334,23.87388833166165,19.39478498758505,22.1045632333768,23.38318441196938,17.317382342761864,19.175277092168383
2013-08-31,94,2919,1314,1335,24.701659264225256,21.02277095876724,23.87388833166165,22.1045632333768,19.39478498758505,17.317382342761864
2013-09-07,113,3340,1314,1336,22.70127030113937,18.070303234084967,24.701659264225256,23.87388833166165,21.02277095876724,19.39478498758505
2013-09-14,112,3313,1314,1337,21.50667816795593,17.403364559989203,22.70127030113937,24.701659264225256,18.070303234084967,21.02277095876724
2013-09-21,154,3727,1314,1338,18.87119616429245,14.832248985673187,21.50667816795593,22.70127030113937,17.403364559989203,18.070303234084967
2013-09-28,145,3956,1314,1339,17.130962076511814,12.899100292105128,18.87119616429245,21.50667816795593,14.832248985673187,17.403364559989203
2013-10-05,184,4300,1314,1340,17.502130385140216,13.710560764754318,17.130962076511814,18.87119616429245,12.899100292105128,14.832248985673187
2013-10-12,249,4810,1314,1341,15.10177187769045,11.565729998030514,17.502130385140216,17.130962076511814,13.710560764754318,12.899100292105128
2013-10-19,310,5478,1314,1342,12.604717190798976,10.27958143531513,15.10177187769045,17.502130385140216,11.565729998030514,13.710560764754318
2013-10-26,417,5557,1314,1343,9.731850188511864,7.660137763472063,12.604717190798976,15.10177187769045,10.27958143531513,11.565729998030514
2013-11-02,459,6035,1314,1344,10.775117904899297,9.077266471056204,9.731850188511864,12.604717190798976,7.660137763472063,10.27958143531513
2013-11-09,582,6600,1314,1345,8.492428270743325,7.170325061170824,10.775117904899297,9.731850188511864,9.077266471056204,7.660137763472063
2013-11-16,734,6933,1314,1346,7.377114814095989,6.599869374602508,8.492428270743325,10.775117904899297,7.170325061170824,9.077266471056204
2013-11-23,887,7230,1314,1347,4.740167932162057,5.602985143745596,7.377114814095989,8.492428270743325,6.599869374602508,7.170325061170824
2013-11-30,955,7147,1314,1348,1.833882595262616,4.73267481412459,4.740167932162057,7.377114814095989,5.602985143745596,6.599869374602508
2013-12-07,1282,8863,1314,1349,1.5366853606652486,5.183410930622956,1.833882595262616,4.740167932162057,4.73267481412459,5.602985143745596
2013-12-14,1364,9306,1314,1350,-1.9709622088197865,3.7219263396863353,1.5366853606652486,1.833882595262616,5.183410930622956,4.73267481412459
2013-12-21,1718,10752,1314,1351,2.7231182052062297,5.379685093465204,-1.9709622088197865,1.5366853606652486,3.7219263396863353,5.183410930622956
2013-12-28,2054,11375,1314,1352,0.3736116472729278,4.382302118390977,2.7231182052062297,-1.9709622088197865,5.379685093465204,3.7219263396863353
2014-01-04,2278,13545,1314,1401,-2.260560926236604,3.5077998775269874,0.3736116472729278,2.7231182052062297,4.382302118390977,5.379685093465204
2014-01-11,1902,13579,1314,1402,-0.5032502526103064,3.951057891244872,-2.260560926236604,0.3736116472729278,3.5077998775269874,4.382302118390977
2014-01-18,1810,13119,1314,1403,2.450728250518178,4.669794853024309,-0.5032502526103064,-2.260560926236604,3.951057891244872,3.5077998775269874
2014-01-25,1827,12578,1314,1404,-2.316564193267638,3.013264757567407,2.450728250518178,-0.5032502526103064,4.669794853024309,3.951057891244872
2014-02-01,1757,11793,1314,1405,-1.9957818263734408,3.315212674174764,-2.316564193267638,2.450728250518178,3.013264757567407,4.669794853024309
2014-02-08,1629,10785,1314,1406,-3.378713011068444,3.444743458100509,-1.9957818263734408,-2.316564193267638,3.315212674174764,3.013264757567407
2014-02-15,1574,10336,1314,1407,-0.6369036878312846,3.9472163164157306,-3.378713011068444,-1.9957818263734408,3.444743458100509,3.315212674174764
2014-02-22,1534,9889,1314,1408,5.110815987381348,5.454456579702693,-0.6369036878312846,-3.378713011068444,3.9472163164157306,3.444743458100509
2014-03-01,1368,9227,1314,1409,-0.5873604060913705,3.559193715673617,5.110815987381348,-0.6369036878312846,5.454456579702693,3.9472163164157306
2014-03-08,1219,8882,1314,1410,1.7443492036549832,4.493609098286982,-0.5873604060913705,5.110815987381348,3.559193715673617,5.454456579702693
2014-03-15,1012,8742,1314,1411,6.904224201093388,5.7436674595889405,1.7443492036549832,-0.5873604060913705,4.493609098286982,3.559193715673617
2014-03-22,889,8264,1314,1412,5.847824006305596,5.365616682529009,6.904224201093388,1.7443492036549832,5.7436674595889405,4.493609098286982
2014-03-29,703,7928,1314,1413,6.067146073740501,5.597205109545376,5.847824006305596,6.904224201093388,5.365616682529009,5.7436674595889405
2014-04-05,486,7397,1314,1414,9.301792044111854,7.172865869433787,6.067146073740501,5.847824006305596,5.597205109545376,5.365616682529009
2014-04-12,417,7135,1314,1415,13.176062199476984,8.33394024894225,9.301792044111854,6.067146073740501,7.172865869433787,5.597205109545376
2014-04-19,350,6522,1314,1416,10.85660959865282,7.427166433224047,13.176062199476984,9.301792044111854,8.33394024894225,7.172865869433787
2014-04-26,268,6088,1314,1417,14.016710270908938,9.200287068522288,10.85660959865282,13.176062199476984,7.427166433224047,8.33394024894225
2014-05-03,179,5911,1314,1418,13.899583649815735,9.4248071263339,14.016710270908938,10.85660959865282,9.200287068522288,7.427166433224047
2014-05-10,157,5422,1314,1419,17.006946050368033,11.655302032415552,13.899583649815735,14.016710270908938,9.4248071263339,9.200287068522288
2014-05-17,110,4999,1314,1420,15.887126960040469,11.033892153592028,17.006946050368033,13.899583649815735,11.655302032415552,9.4248071263339
2014-05-24,100,4814,1314,1421,19.136695399082058,13.343462706547976,15.887126960040469,17.006946050368033,11.033892153592028,11.655302032415552
2014-05-31,66,4667,1314,1422,20.95537783764065,15.765428572140353,19.136695399082058,15.887126960040469,13.343462706547976,11.033892153592028
2014-06-07,51,4240,1314,1423,21.471716375914465,15.960706609781504,20.95537783764065,19.136695399082058,15.765428572140353,13.343462706547976
2014-06-14,54,4012,1314,1424,20.833602407605333,15.860578453661564,21.471716375914465,20.95537783764065,15.960706609781504,15.765428572140353
2014-06-21,47,4926,1314,1425,22.9640605296343,17.726936568535116,20.833602407605333,21.471716375914465,15.860578453661564,15.960706609781504
